         96906572 function calls (92862053 primitive calls) in 44.642 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kclique.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multigraph.py:15(MultiGraph)
        1    0.000    0.000    0.000    0.000 _zstdfile.py:1(<module>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:943(_hash_add)
        1    0.000    0.000    0.000    0.000 laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 voterank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pclass.py:13(__new__)
       55    0.000    0.000    0.000    0.000 enum.py:777(__iter__)
        8    0.000    0.000    0.000    0.000 argparse.py:1983(_add_action)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:1(<module>)
       27    0.000    0.000    0.000    0.000 decorators.py:104(open_file)
        1    0.000    0.000    0.000    0.000 hierarchy.py:1(<module>)
       48    0.000    0.000    0.000    0.000 annotationlib.py:1117(_rewrite_star_unpack)
        2    0.000    0.000    0.000    0.000 _colorize.py:274(can_colorize)
        1    0.000    0.000    0.000    0.000 sudoku.py:1(<module>)
        1    0.000    0.000    0.000    0.000 community_utils.py:1(<module>)
      502    0.000    0.000    0.000    0.000 factory.py:154(__init__)
        1    0.000    0.000    0.000    0.000 prettytable.py:53(HRuleStyle)
        1    0.000    0.000    0.000    0.000 argparse.py:965(_StoreAction)
        1    0.000    0.000    0.000    0.000 time_series.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1755(__init__)
        1    0.000    0.000    0.000    0.000 mst.py:30(EdgePartition)
       10    0.000    0.000    0.000    0.000 __init__.py:442(stem)
        1    0.000    0.000    0.000    0.000 _colorize.py:242(no_colors)
        1    0.000    0.000    0.000    0.000 edgedfs.py:1(<module>)
      332    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.000    0.000 nx_latex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _field_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signature_bootstrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1666(__getitem__)
      334    0.000    0.000    0.000    0.000 __init__.py:900(__init__)
        1    0.000    0.000    0.000    0.000 walks.py:1(<module>)
       26    0.000    0.000    0.000    0.000 tool.py:45(escape)
       12    0.000    0.000    0.000    0.000 decorators.py:1195(_indent)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
       15    0.000    0.000    0.000    0.000 typing.py:1517(__mro_entries__)
        1    0.000    0.000    0.000    0.000 {method 'setWindowTitle' of 'PySide6.QtWidgets.QWidget' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'PySide6.QtWidgets.QComboBox' objects}
        8    0.000    0.000    0.000    0.000 argparse.py:1785(_add_action)
      119    0.000    0.000    0.000    0.000 json_matrix_representation.py:112(_get_entity)
        1    0.000    0.000    0.000    0.000 typing.py:526(_SpecialForm)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:992(create_module)
        1    0.000    0.000    0.000    0.000 assembler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grid_entry.py:9(GridEntryTypes)
        1    0.000    0.000    0.000    0.000 move_subgraph_mutation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output.py:5(OutputLevel)
       24    0.000    0.000    0.000    0.000 inspect.py:1712(_shadowed_dict)
      334    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {method 'setSizePolicy' of 'PySide6.QtWidgets.QWidget' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:109(_translate)
       54    0.000    0.000    0.000    0.000 _parser.py:947(fix_flags)
        1    0.000    0.000    0.000    0.000 prettytable.py:60(VRuleStyle)
        8    0.000    0.000    0.000    0.000 inspect.py:454(isabstract)
        4    0.000    0.000    0.000    0.000 _colorize.py:140(no_colors)
        1    0.000    0.000    0.000    0.000 threading.py:1393(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1509(_fix_up_module)
       18    0.000    0.000    0.000    0.000 __init__.py:450(__init__)
        1    0.000    0.000    0.000    0.000 feature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:1(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:864(_get_decompressor)
        4    0.000    0.000    0.000    0.000 _checked_types.py:106(_store_types)
        8    0.000    0.000    0.000    0.000 argparse.py:1662(_get_optional_kwargs)
       89    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       82    0.000    0.000    0.000    0.000 inspect.py:3028(<genexpr>)
       18    0.000    0.000    0.000    0.000 functools.py:553(lru_cache)
       21    0.000    0.000    0.000    0.000 _compiler.py:421(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _pmap.py:525(_turbo_mapping)
        1    0.000    0.000    0.000    0.000 typing.py:1364(__or__)
        3    0.000    0.000    0.000    0.000 locale.py:352(_replace_encoding)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
        5    0.000    0.000    0.000    0.000 configs.py:348(_on_setattr)
       37    0.000    0.000    0.000    0.000 dataclasses.py:1283(_update_func_cell_for__class__)
        8    0.000    0.000    0.000    0.000 typing.py:2258(runtime_checkable)
       51    0.000    0.000    0.000    0.000 coreviews.py:44(__init__)
       27    0.000    0.000    0.000    0.000 tokenize.py:388(check)
        4    0.000    0.000    0.000    0.000 __init__.py:427(<genexpr>)
      167    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7f21381031c0}
       44    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       70    0.000    0.000    0.000    0.000 glob.py:557(<genexpr>)
        4    0.000    0.000    0.000    0.000 annotationlib.py:404(__convert_to_ast_getitem)
        3    0.000    0.000    0.000    0.000 dependency_graph.py:230(number_of_ingredient_factories)
        1    0.000    0.000    0.000    0.000 signature_bootstrap.py:172(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
       10    0.000    0.000    0.000    0.000 inspect.py:2057(_signature_is_builtin)
        8    0.000    0.000    0.000    0.000 configs.py:252(_on_setattr)
        2    0.000    0.000    0.000    0.000 _field_common.py:17(set_fields)
      101    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
    52/23    0.000    0.000    0.000    0.000 _checked_types.py:140(_all_dicts)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base64.py:48(b64encode)
        2    0.000    0.000    0.000    0.000 functools.py:875(singledispatch)
        8    0.000    0.000    0.000    0.000 _colorize.py:127(__post_init__)
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:51(create_mutations)
        1    0.000    0.000    0.000    0.000 __init__.py:209(DecompressionParameter)
        1    0.000    0.000    0.000    0.000 {method 'setCentralWidget' of 'PySide6.QtWidgets.QMainWindow' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 dependency_graph.py:29(DependencyTreeNode)
        2    0.000    0.000    0.000    0.000 threading.py:602(__init__)
        2    0.000    0.000    0.000    0.000 main_window.py:56(_normalize_input_path)
       28    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
      129    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 graph_to_matrix.py:141(GraphToMatrix)
       39    0.000    0.000    0.000    0.000 enum.py:1324(value)
        1    0.000    0.000    0.000    0.000 _pvector.py:31(PythonPVector)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:544(_module_repr)
       31    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:665(spec_from_loader)
       15    0.000    0.000    0.000    0.000 signature_bootstrap.py:183(find_spec)
        4    0.000    0.000    0.000    0.000 __init__.py:44(normalize_encoding)
        8    0.000    0.000    0.000    0.000 argparse.py:1575(_add_action)
       64    0.000    0.000    0.000    0.000 inspect.py:864(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'text' of 'PySide6.QtWidgets.QLineEdit' objects}
        1    0.000    0.000    0.000    0.000 _pmap.py:110(PMap)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       10    0.000    0.000    0.000    0.000 decorators.py:200(nodes_or_number)
       27    0.000    0.000    0.000    0.000 linecache.py:74(checkcache)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _checked_types.py:100(maybe_parse_many_user_types)
       60    0.000    0.000    0.000    0.000 factory.py:131(get_cords)
       36    0.000    0.000    0.000    0.000 __init__.py:60(__len__)
      125    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
       10    0.000    0.000    0.000    0.000 _colorize.py:276(_safe_getenv)
        8    0.000    0.000    0.000    0.000 argparse.py:635(_format_args)
        1    0.000    0.000    0.000    0.000 main_window.py:41(MainWindow)
       33    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      195    0.000    0.000    0.000    0.000 contextlib.py:444(__init__)
      109    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       63    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       10    0.000    0.000    0.000    0.000 factory_loader.py:84(get_factory)
        4    0.000    0.000    0.000    0.000 annotationlib.py:361(__convert_to_ast)
      153    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       59    0.000    0.000    0.000    0.000 dataclasses.py:733(<genexpr>)
      118    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       73    0.000    0.000    0.000    0.000 dataclasses.py:651(_init_param)
       73    0.000    0.000    0.000    0.000 dataclasses.py:579(_field_assign)
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:74(create_fitness_aspects)
        2    0.000    0.000    0.000    0.000 {method 'setRange' of 'PySide6.QtWidgets.QSpinBox' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
        1    0.000    0.000    0.000    0.000 matchhelpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 area_aspect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:300(_parse_pattern)
        4    0.000    0.000    0.000    0.000 _checked_types.py:70(maybe_parse_user_type)
        1    0.000    0.000    0.000    0.000 shutil.py:1511(get_terminal_size)
       27    0.000    0.000    0.000    0.000 inspect.py:898(getmodule)
        1    0.000    0.000    0.000    0.000 pointing_to_center_aspect.py:1(<module>)
        8    0.000    0.000    0.000    0.000 reflection.py:30(create)
       11    0.000    0.000    0.000    0.000 loader.py:87(put_into_package)
        7    0.000    0.000    0.000    0.000 enum.py:1436(_iter_member_by_def_)
       18    0.000    0.000    0.000    0.000 signature_bootstrap.py:173(p2m)
        1    0.000    0.000    0.000    0.000 __init__.py:345(_EndRecData)
      195    0.000    0.000    0.000    0.000 factory.py:16(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2130(getLogger)
        2    0.000    0.000    0.000    0.000 factory_result_widget.py:93(set_controls_enabled)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
      195    0.000    0.000    0.000    0.000 contextlib.py:447(__enter__)
       37    0.000    0.000    0.000    0.000 argparse.py:1475(register)
       13    0.000    0.000    0.000    0.000 __init__.py:1107(_update_crc)
        3    0.000    0.000    0.000    0.000 {method 'setEnabled' of 'PySide6.QtWidgets.QWidget' objects}
      101    0.000    0.000    0.000    0.000 _compiler.py:442(_get_iscased)
        4    0.000    0.000    0.000    0.000 layout.py:80(__init__)
       54    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _pset.py:9(PSet)
        2    0.000    0.000    0.000    0.000 move_building_mutation.py:16(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2404(_descriptor_get)
        1    0.000    0.000    0.000    0.000 __init__.py:663(exists)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1308(find_distributions)
      114    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
       28    0.000    0.000    0.000    0.000 typing.py:1127(<genexpr>)
       13    0.000    0.000    0.000    0.000 __init__.py:920(close)
        1    0.000    0.000    0.000    0.000 argparse.py:2055(_parse_known_args)
    18/12    0.000    0.000    0.000    0.000 decorators.py:1165(_flatten)
        1    0.000    0.000    0.000    0.000 used_block_aspect.py:1(<module>)
        5    0.000    0.000    0.000    0.000 annotationlib.py:853(_build_closure)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1000(exec_module)
       48    0.000    0.000    0.000    0.000 annotationlib.py:68(__init__)
        1    0.000    0.000    0.000    0.000 url_creator.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url_creator.py:11(create_factory_url_link)
        1    0.000    0.000    0.000    0.000 cancellation.py:1(<module>)
       73    0.000    0.000    0.000    0.000 dataclasses.py:756(_is_initvar)
        4    0.000    0.000    0.000    0.000 __init__.py:172(__truediv__)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:1(<module>)
       10    0.000    0.000    0.000    0.000 dependency_graph.py:34(__init__)
        1    0.000    0.000    0.000    0.000 file_util.py:1(<module>)
       73    0.000    0.000    0.000    0.000 dataclasses.py:294(__init__)
       32    0.000    0.000    0.000    0.000 typing.py:1355(__eq__)
       75    0.000    0.000    0.000    0.000 _compiler.py:33(_combine_flags)
       12    0.000    0.000    0.000    0.000 dataclasses.py:424(_tuple_str)
        8    0.000    0.000    0.000    0.000 argparse.py:1744(_check_help)
        1    0.000    0.000    0.000    0.000 distance_from_center_aspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       18    0.000    0.000    0.000    0.000 __init__.py:404(_sanitize_filename)
        1    0.000    0.000    0.000    0.000 errorhandler.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       27    0.000    0.000    0.000    0.000 linecache.py:64(_source_unavailable)
       57    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       29    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        1    0.000    0.000    0.000    0.000 typing.py:1540(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 inserter_cost_aspect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _checked_types.py:279(CheckedPVector)
        1    0.000    0.000    0.000    0.000 factorio_const.py:1(<module>)
       88    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        1    0.000    0.000    0.000    0.000 connection_validity_aspect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 annotationlib.py:430(__make_new)
        1    0.000    0.000    0.000    0.000 _checked_types.py:365(CheckedPSet)
        1    0.000    0.000    0.000    0.000 heaps.py:13(MinHeap)
        1    0.000    0.000    0.000    0.000 heaps.py:132(PairingHeap)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        1    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
       67    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
      121    0.000    0.000    0.000    0.000 grid.py:208(__iter__)
        1    0.000    0.000    0.000    0.000 loader.py:147(post_init)
      207    0.000    0.000    0.000    0.000 inspect.py:2746(kind)
       76    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:621(Path)
        1    0.000    0.000    0.000    0.000 typing.py:1315(_GenericAlias)
        5    0.000    0.000    0.000    0.000 dependency_graph.py:248(_get_required_min_number_of_child_factory)
       80    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 argparse.py:161(HelpFormatter)
       10    0.000    0.000    0.000    0.000 mutation.py:60(_unchanged_grid)
       27    0.000    0.000    0.000    0.000 inspect.py:373(istraceback)
        1    0.000    0.000    0.000    0.000 topological_sort_generator.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        8    0.000    0.000    0.000    0.000 __init__.py:325(as_posix)
        1    0.000    0.000    0.000    0.000 _checked_types.py:463(CheckedPMap)
        1    0.000    0.000    0.000    0.000 grid.py:12(Grid)
        1    0.000    0.000    0.000    0.000 typing.py:1632(_CallableType)
       17    0.000    0.000    0.000    0.000 decorators.py:264(np_random_state)
       32    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       51    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 annotationlib.py:662(__missing__)
       31    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 typing.py:3493(IO)
        1    0.000    0.000    0.000    0.000 threading.py:880(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:963(distributions)
        1    0.000    0.000    0.000    0.000 compute_recipe_worker.py:13(ComputeRecipeWorker)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(_module_repr_from_spec)
        2    0.000    0.000    0.000    0.000 __init__.py:871(find_distributions)
        2    0.000    0.000    0.000    0.000 move_subgraph_mutation.py:13(__init__)
       16    0.000    0.000    0.000    0.000 dataclasses.py:536(_make_annotate_function)
        8    0.000    0.000    0.000    0.000 reflection.py:66(<lambda>)
        2    0.000    0.000    0.000    0.000 threading.py:290(__init__)
        1    0.000    0.000    0.000    0.000 digraph.py:1123(in_degree)
        4    0.000    0.000    0.000    0.000 mutation.py:20(__init__)
      159    0.000    0.000    0.000    0.000 inspect.py:2734(name)
        1    0.000    0.000    0.000    0.000 __init__.py:78(PurePath)
        1    0.000    0.000    0.000    0.000 typing.py:1665(_TupleType)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
      100    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1531(FancyArrowFactory)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:72(AS_graph_generator)
        2    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        6    0.000    0.000    0.000    0.000 inspect.py:1343(repl)
        1    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1304(_create_slots)
        1    0.000    0.000    0.000    0.000 typing.py:1601(__init__)
       19    0.000    0.000    0.000    0.000 typing.py:1136(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'setCornerWidget' of 'PySide6.QtWidgets.QTabWidget' objects}
        1    0.000    0.000    0.000    0.000 {method 'moveToThread' of 'PySide6.QtCore.QObject' objects}
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
       69    0.000    0.000    0.000    0.000 dataclasses.py:419(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'setChecked' of 'PySide6.QtWidgets.QAbstractButton' objects}
        3    0.000    0.000    0.000    0.000 dataclasses.py:1445(fields)
        2    0.000    0.000    0.000    0.000 _compiler.py:405(_bytes_to_codes)
       13    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        3    0.000    0.000    0.000    0.000 typing.py:1727(__hash__)
        8    0.000    0.000    0.000    0.000 argparse.py:1694(_pop_action_class)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
       27    0.000    0.000    0.000    0.000 functools.py:1095(__init__)
        5    0.000    0.000    0.000    0.000 annotationlib.py:652(__init__)
       96    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f2138662400}
        2    0.000    0.000    0.000    0.000 __init__.py:411(discover)
       27    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:128(__subclasshook__)
        7    0.000    0.000    0.000    0.000 enum.py:1426(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       51    0.000    0.000    0.000    0.000 inspect.py:517(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:742(is_package)
        5    0.000    0.000    0.000    0.000 annotationlib.py:673(transmogrify)
       61    0.000    0.000    0.000    0.000 typing.py:1345(<genexpr>)
        5    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
       73    0.000    0.000    0.000    0.000 dataclasses.py:762(_is_kw_only)
       51    0.000    0.000    0.000    0.000 __init__.py:435(<genexpr>)
        1    0.000    0.000    0.000    0.000 json_matrix_representation.py:10(MatrixJsonConvertor)
       46    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1290(_sanity_check)
        1    0.000    0.000    0.000    0.000 argparse.py:1209(_SubParsersAction)
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.000    0.000 json_matrix_representation.py:90(_get_chest_entity)
        1    0.000    0.000    0.000    0.000 tool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pvector.py:417(PVector)
        1    0.000    0.000    0.000    0.000 {method 'setReadOnly' of 'PySide6.QtWidgets.QTextEdit' objects}
        3    0.000    0.000    0.000    0.000 argparse.py:1029(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1675(<genexpr>)
       12    0.000    0.000    0.000    0.000 json_matrix_representation.py:124(_get_assembling_machine)
        4    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:955(clear)
        5    0.000    0.000    0.000    0.000 dependency_graph.py:306(normalize_amount)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
       30    0.000    0.000    0.000    0.000 typing.py:2133(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(ZipFile)
        8    0.000    0.000    0.000    0.000 backends.py:512(<genexpr>)
        1    0.000    0.000    0.000    0.000 functools.py:726(cache)
        1    0.000    0.000    0.000    0.000 threading.py:630(set)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
       65    0.000    0.000    0.000    0.000 dataclasses.py:1233(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:869(Thread)
       12    0.000    0.000    0.000    0.000 fitness_aspect.py:25(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:706(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 <frozen os>:712(__setitem__)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1169(<genexpr>)
        1    0.000    0.000    0.000    0.000 backends.py:215(_dispatchable)
        1    0.000    0.000    0.000    0.000 _colorize.py:210(Theme)
        1    0.000    0.000    0.000    0.000 mutation.py:17(Mutation)
        8    0.000    0.000    0.000    0.000 argparse.py:880(__init__)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:8(_HeapElement)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        3    0.000    0.000    0.000    0.000 backends.py:114(_comma_sep_to_list)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
       10    0.000    0.000    0.000    0.000 inspect.py:196(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 numbers.py:328(Integral)
       18    0.000    0.000    0.000    0.000 reportviews.py:579(__iter__)
       13    0.000    0.000    0.000    0.000 __init__.py:1642(getinfo)
        4    0.000    0.000    0.000    0.000 typing.py:2651(overload)
       14    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       18    0.000    0.000    0.000    0.000 __init__.py:574(_decodeExtra)
        8    0.000    0.000    0.000    0.000 annotationlib.py:335(__init__)
       67    0.000    0.000    0.000    0.000 tool.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pdeque.py:10(PDeque)
        1    0.000    0.000    0.000    0.000 base64.py:31(_bytes_from_decode_data)
       43    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 _colorize.py:115(ThemeSection)
        1    0.000    0.000    0.000    0.000 {method 'currentText' of 'PySide6.QtWidgets.QComboBox' objects}
        3    0.000    0.000    0.000    0.000 typing.py:365(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
       16    0.000    0.000    0.000    0.000 argparse.py:1479(_registry_get)
        1    0.000    0.000    0.000    0.000 factory_loader.py:6(FactoryLoader)
       13    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x7f21384016f0}
        3    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 factory.py:106(Factory)
       55    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
       32    0.000    0.000    0.000    0.000 __init__.py:866(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:1241(expanduser)
        1    0.000    0.000    0.000    0.000 ismags.py:316(ISMAGS)
        1    0.000    0.000    0.000    0.000 recipe_options_widget.py:107(evolution_iterations)
        3    0.000    0.000    0.000    0.000 <frozen os>:1134(__subclasshook__)
       22    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:887(_parse_flags)
       40    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 evolution_algorithm.py:26(_reset_fitness_cache)
        1    0.000    0.000    0.000    0.000 {method 'setArrowType' of 'PySide6.QtWidgets.QToolButton' objects}
        1    0.000    0.000    0.000    0.000 _zstdfile.py:20(ZstdFile)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        4    0.000    0.000    0.000    0.000 typing.py:2458(_strip_annotations)
        1    0.000    0.000    0.000    0.000 {method 'setPlaceholderText' of 'PySide6.QtWidgets.QLineEdit' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1081(make_identity_dict)
        8    0.000    0.000    0.000    0.000 __init__.py:732(__new__)
       13    0.000    0.000    0.000    0.000 __init__.py:2179(_fpclose)
        1    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.000    0.000 configs.py:8(Config)
        2    0.000    0.000    0.000    0.000 __init__.py:886(_search_paths)
       12    0.000    0.000    0.000    0.000 decorators.py:826(_count)
        2    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
        4    0.000    0.000    0.000    0.000 argparse.py:967(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       37    0.000    0.000    0.000    0.000 mapping.py:136(__init__)
        1    0.000    0.000    0.000    0.000 prettytable.py:3131(__getattr__)
