         96906572 function calls (92862053 primitive calls) in 44.642 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   109/35    0.000    0.000    0.000    0.000 annotationlib.py:907(get_annotations)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:388(realpath)
        1    0.000    0.000    0.000    0.000 correlation.py:1(<module>)
3493/3489    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 _adapters.py:28(get_resource_reader)
     3150    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:149(_native)
        1    0.000    0.000    0.000    0.000 _adapters.py:144(_reader)
        3    0.000    0.000    0.000    0.000 __init__.py:1414(__init__)
      334    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:956(get_resource_reader)
     4626    0.000    0.000    0.000    0.000 graph_to_matrix.py:604(<lambda>)
     1800    0.000    0.000    0.000    0.000 reportviews.py:184(__len__)
      464    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1131(find_spec)
       16    0.000    0.000    0.000    0.000 typing.py:1977(__new__)
     1800    0.000    0.000    0.000    0.000 move_building_mutation.py:25(_get_changed_cords)
     1702    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        3    0.000    0.000    0.000    0.000 matching.py:1(<module>)
     1657    0.000    0.000    0.000    0.000 _parser.py:293(tell)
       15    0.000    0.000    0.000    0.000 glob.py:495(select_recursive)
        1    0.000    0.000    0.000    0.000 compute_recipe_worker.py:1(<module>)
      142    0.000    0.000    0.000    0.000 <frozen codecs>:322(decode)
        2    0.000    0.000    0.000    0.000 cuts.py:1(<module>)
      167    0.000    0.000    0.000    0.000 __init__.py:739(joinpath)
        1    0.000    0.000    0.000    0.000 small.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1530(_RealGetContents)
       78    0.000    0.000    0.000    0.000 typing.py:175(_type_convert)
      192    0.000    0.000    0.000    0.000 {method 'addItem' of 'PySide6.QtWidgets.QComboBox' objects}
     1660    0.000    0.000    0.000    0.000 functools.py:500(_unwrap_partial)
      496    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
     3013    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:520(getmembers)
     3013    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       34    0.000    0.000    0.000    0.000 inspect.py:858(getsourcefile)
       13    0.000    0.000    0.000    0.000 __init__.py:1072(read)
        1    0.000    0.000    0.000    0.000 dag.py:1(<module>)
     1411    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1229(__exit__)
        3    0.000    0.000    0.000    0.000 connectivity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:478(_getmembers)
       13    0.000    0.000    0.000    0.000 __init__.py:1154(_read1)
        1    0.000    0.000    0.000    0.000 branchings.py:821(ArborescenceIterator)
     3995    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:494(_verbose_message)
       73    0.000    0.000    0.000    0.000 dataclasses.py:825(_get_field)
        1    0.000    0.000    0.000    0.000 _pvector.py:1(<module>)
     1411    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1225(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:444(PercentStyle)
       48    0.000    0.000    0.000    0.000 typing.py:952(_make_forward_ref)
        2    0.000    0.000    0.000    0.000 __init__.py:273(select)
        1    0.000    0.000    0.000    0.000 importhandler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 similarity.py:1(<module>)
      345    0.000    0.000    0.000    0.000 <frozen posixpath>:166(basename)
        3    0.000    0.000    0.000    0.000 __init__.py:278(<genexpr>)
       16    0.000    0.000    0.000    0.000 factory_result_widget.py:88(clear)
     2077    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      508    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
       51    0.000    0.000    0.000    0.000 digraph.py:969(edges)
     2814    0.000    0.000    0.000    0.000 graph_to_matrix.py:354(<genexpr>)
      431    0.000    0.000    0.000    0.000 typing.py:1286(__setattr__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        3    0.000    0.000    0.000    0.000 decorators.py:917(assemble)
        8    0.000    0.000    0.000    0.000 argparse.py:1506(add_argument)
        1    0.000    0.000    0.000    0.000 _checked_types.py:1(<module>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:541(__annotate__)
       25    0.000    0.000    0.000    0.000 typing.py:1341(__init__)
     1608    0.000    0.000    0.000    0.000 graph_to_matrix.py:363(<lambda>)
      482    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:3256(__str__)
     3378    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      736    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:648(parent)
        1    0.000    0.000    0.000    0.000 random_graphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mst.py:972(SpanningTreeIterator)
      142    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       10    0.000    0.000    0.000    0.000 inspect.py:3259(format)
     1600    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        1    0.000    0.000    0.000    0.000 edge_augmentation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
       48    0.000    0.000    0.000    0.000 annotationlib.py:261(__forward_code__)
     3378    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 heaps.py:1(<module>)
      191    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method zlib.compress}
     2970    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 glob.py:294(translate)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1331(__init__)
        1    0.000    0.000    0.000    0.000 mapping.py:1(<module>)
       50    0.000    0.000    0.000    0.000 __init__.py:269(_from_parsed_parts)
      197    0.000    0.000    0.000    0.000 enum.py:187(__get__)
     1992    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {function QuietWebEnginePage.javaScriptConsoleMessage at 0x7f21313fc250}
        1    0.000    0.000    0.000    0.000 current_flow_betweenness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configs.py:1(<module>)
     3380    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 _os.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:185(dumps)
      251    0.000    0.000    0.000    0.000 graph.py:756(nodes)
       18    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1021(__contains__)
        1    0.000    0.000    0.000    0.000 reportviews.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decorators.py:1059(signature)
      513    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      153    0.000    0.000    0.000    0.000 inspect.py:663(unwrap)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:126(EntryPoint)
     3954    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 sparse6.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:1(<module>)
     1206    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 boykovkolmogorov.py:1(<module>)
        2    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 distance_measures.py:1(<module>)
      201    0.000    0.000    0.000    0.000 reportviews.py:421(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       19    0.000    0.000    0.000    0.000 {method 'connect' of 'PySide6.QtCore.SignalInstance' objects}
        4    0.000    0.000    0.000    0.000 encoder.py:207(iterencode)
        2    0.000    0.000    0.000    0.000 encoder.py:185(encode)
       13    0.000    0.000    0.000    0.000 typing.py:1113(_generic_class_getitem)
       13    0.000    0.000    0.000    0.000 __init__.py:1684(open)
        1    0.000    0.000    0.000    0.000 mixing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
     2452    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       62    0.000    0.000    0.000    0.000 __init__.py:276(_from_parsed_string)
      392    0.000    0.000    0.000    0.000 __init__.py:261(_format_parsed_parts)
       27    0.000    0.000    0.000    0.000 tokenize.py:358(detect_encoding)
       51    0.000    0.000    0.000    0.000 reportviews.py:1067(__init__)
      251    0.000    0.000    0.000    0.000 digraph.py:41(__set__)
        1    0.000    0.000    0.000    0.000 vf2pp.py:1(<module>)
       62    0.000    0.000    0.000    0.000 typing.py:1225(__init__)
      952    0.000    0.000    0.000    0.000 inspect.py:184(isclass)
       54    0.000    0.000    0.000    0.000 <frozen zipimport>:67(__init__)
      469    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:985(find_spec)
      781    0.000    0.000    0.000    0.000 backends.py:1870(_make_doc)
     2275    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      216    0.000    0.000    0.000    0.000 _collections.py:28(parse)
      9/5    0.000    0.000    0.000    0.000 annotationlib.py:697(call_annotate_function)
       37    0.000    0.000    0.000    0.000 typing.py:1541(__init__)
        1    0.000    0.000    0.000    0.000 quality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main_window.py:312(_setup_messages_layout)
      113    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
    22/14    0.000    0.000    0.000    0.000 annotationlib.py:1127(_get_and_call_annotate)
       18    0.000    0.000    0.000    0.000 glob.py:452(select_wildcard)
       13    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
     1600    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
      334    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
        2    0.000    0.000    0.000    0.000 signature_bootstrap.py:49(ensure_shibokensupport)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
      216    0.000    0.000    0.000    0.000 __init__.py:463(_replace)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1329(_add_slots)
        1    0.000    0.000    0.000    0.000 json_matrix_representation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:72(search_function)
       51    0.000    0.000    0.000    0.000 enum.py:1594(__and__)
       54    0.000    0.000    0.000    0.000 inspect.py:2771(_format)
       10    0.000    0.000    0.000    0.000 __init__.py:742(children)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       12    0.000    0.000    0.000    0.000 glob.py:551(scandir)
      251    0.000    0.000    0.000    0.000 graph.py:63(__set__)
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
     1774    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1276    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      251    0.000    0.000    0.000    0.000 digraph.py:340(__new__)
        2    0.000    0.000    0.000    0.000 cluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
      440    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
     1877    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
   113/71    0.000    0.000    0.000    0.000 annotationlib.py:1144(_get_dunder_annotations)
       16    0.000    0.000    0.000    0.000 dataclasses.py:670(_init_fn)
        6    0.000    0.000    0.000    0.000 glob.py:503(select_recursive_step)
      508    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1011(__iter__)
        1    0.000    0.000    0.000    0.000 graphviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {__lazy_import__}
      830    0.000    0.000    0.000    0.000 inspect.py:188(ismethod)
     1486    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       15    0.000    0.000    0.000    0.000 typing.py:2128(__init_subclass__)
      228    0.000    0.000    0.000    0.000 enum.py:918(_check_for_existing_members_)
      216    0.000    0.000    0.000    0.000 __init__.py:205(matches)
        2    0.000    0.000    0.000    0.000 json_matrix_representation.py:39(_load_entities)
      699    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
       63    0.000    0.000    0.000    0.000 loader.py:59(feature_import)
      866    0.000    0.000    0.000    0.000 inspect.py:267(isfunction)
      200    0.000    0.000    0.000    0.000 move_subgraph_mutation.py:53(get_cache_key)
       48    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       30    0.000    0.000    0.000    0.000 typing.py:1174(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 generic.py:1(<module>)
      412    0.000    0.000    0.000    0.000 __init__.py:632(__new__)
        1    0.000    0.000    0.000    0.000 link_prediction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:371(argmap)
        1    0.000    0.000    0.000    0.000 community.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        3    0.000    0.000    0.000    0.000 backends.py:503(__signature__)
       18    0.000    0.000    0.000    0.000 __init__.py:63(__getitem__)
        2    0.000    0.000    0.000    0.000 {method 'addTab' of 'PySide6.QtWidgets.QTabWidget' objects}
        2    0.000    0.000    0.000    0.000 tool.py:17(build_brace_pattern)
     1655    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
     1485    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 gettext.py:627(gettext)
        3    0.000    0.000    0.000    0.000 gettext.py:587(dgettext)
        9    0.000    0.000    0.000    0.000 dag.py:243(topological_sort)
        2    0.000    0.000    0.000    0.000 {method 'setValue' of 'PySide6.QtWidgets.QSpinBox' objects}
      500    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.000    0.000 gettext.py:528(translation)
       16    0.000    0.000    0.000    0.000 argparse.py:2733(_get_validation_formatter)
        1    0.000    0.000    0.000    0.000 tournament.py:1(<module>)
      463    0.000    0.000    0.000    0.000 typing.py:1212(_is_dunder)
        1    0.000    0.000    0.000    0.000 argparse.py:2728(_get_formatter)
        1    0.000    0.000    0.000    0.000 cycles.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
       40    0.000    0.000    0.000    0.000 typing.py:260(_collect_type_parameters)
        3    0.000    0.000    0.000    0.000 gettext.py:488(find)
        1    0.000    0.000    0.000    0.000 product.py:1(<module>)
      425    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        8    0.000    0.000    0.000    0.000 graph_to_matrix.py:373(_place_node)
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
        2    0.000    0.000    0.000    0.000 kcomponents.py:1(<module>)
       64    0.000    0.000    0.000    0.000 inspect.py:1339(formatannotation)
        1    0.000    0.000    0.000    0.000 typing.py:2965(__new__)
     2842    0.000    0.000    0.000    0.000 enum.py:236(__init__)
      170    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'addWidget' of 'PySide6.QtWidgets.QBoxLayout' objects}
       30    0.000    0.000    0.000    0.000 inspect.py:1910(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 triads.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'addLayout' of 'PySide6.QtWidgets.QBoxLayout' objects}
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1(<module>)
       77    0.000    0.000    0.000    0.000 dataclasses.py:446(add_fn)
        1    0.000    0.000    0.000    0.000 coreviews.py:1(<module>)
      251    0.000    0.000    0.000    0.000 digraph.py:78(__set__)
        1    0.000    0.000    0.000    0.000 argparse.py:168(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      216    0.000    0.000    0.000    0.000 __init__.py:170(__init__)
     1485    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evolution_settings_dialogs.py:1(<module>)
       40    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 planarity.py:1(<module>)
       74    0.000    0.000    0.000    0.000 inspect.py:2681(__init__)
       15    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      529    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
      166    0.000    0.000    0.000    0.000 __init__.py:298(_from_text)
        2    0.000    0.000    0.000    0.000 edgelist.py:1(<module>)
      228    0.000    0.000    0.000    0.000 enum.py:334(__init__)
       34    0.000    0.000    0.000    0.000 {method 'hide' of 'PySide6.QtWidgets.QWidget' objects}
     1202    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 convert.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output.py:1(<module>)
      464    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      157    0.000    0.000    0.000    0.000 enum.py:1146(__new__)
       80    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:1(<module>)
     1260    0.000    0.000    0.000    0.000 decorators.py:710(__init__)
      363    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:428(with_suffix)
      216    0.000    0.000    0.000    0.000 __init__.py:453(_make)
        1    0.000    0.000    0.000    0.000 subgraph_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 directed.py:1(<module>)
      470    0.000    0.000    0.000    0.000 __init__.py:359(_tail)
        1    0.000    0.000    0.000    0.000 unweighted.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:1(<module>)
       63    0.000    0.000    0.000    0.000 feature.py:88(feature_import)
       64    0.000    0.000    0.000    0.000 <frozen _collections_abc>:881(__iter__)
        1    0.000    0.000    0.000    0.000 expanders.py:1(<module>)
       96    0.000    0.000    0.000    0.000 <frozen os>:704(__getitem__)
       26    0.000    0.000    0.000    0.000 inspect.py:2973(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 smallworld.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:1(<module>)
      361    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
       23    0.000    0.000    0.000    0.000 functools.py:593(decorating_function)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:71(import_module)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       27    0.000    0.000    0.000    0.000 tokenize.py:382(read_or_stop)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
      216    0.000    0.000    0.000    0.000 __init__.py:201(_for)
        1    0.000    0.000    0.000    0.000 strongly_connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.000    0.000 main_window.py:238(_load_configuration_data)
        1    0.000    0.000    0.000    0.000 signature_bootstrap.py:88(find_incarnated_files)
        1    0.000    0.000    0.000    0.000 projection.py:1(<module>)
      228    0.000    0.000    0.000    0.000 enum.py:947(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 {method 'addMenu' of 'PySide6.QtWidgets.QMenuBar' objects}
       22    0.000    0.000    0.000    0.000 __init__.py:398(name)
      483    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:602(__init__)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _plist.py:1(<module>)
    70/52    0.000    0.000    0.000    0.000 _compiler.py:450(_get_literal_prefix)
       39    0.000    0.000    0.000    0.000 inspect.py:818(getfile)
      368    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      469    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       27    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
      167    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        1    0.000    0.000    0.000    0.000 basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wiener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:175(CompressionParameter)
        1    0.000    0.000    0.000    0.000 graphical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main_window.py:215(_load_mutation_configurations)
        3    0.000    0.000    0.000    0.000 argparse.py:1421(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1552(__getitem__)
        1    0.000    0.000    0.000    0.000 leiden.py:1(<module>)
      563    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
      897    0.000    0.000    0.000    0.000 enum.py:90(_is_single_bit)
       73    0.000    0.000    0.000    0.000 dataclasses.py:751(_is_classvar)
        1    0.000    0.000    0.000    0.000 laplacianmatrix.py:1(<module>)
      121    0.000    0.000    0.000    0.000 typing.py:2483(get_origin)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1394(_gcd_import)
      158    0.000    0.000    0.000    0.000 enum.py:1319(name)
        1    0.000    0.000    0.000    0.000 biconnected.py:1(<module>)
      923    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring}
        1    0.000    0.000    0.000    0.000 _pset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _checked_types.py:171(__new__)
        7    0.000    0.000    0.000    0.000 {method 'value' of 'PySide6.QtCore.QSettings' objects}
        1    0.000    0.000    0.000    0.000 structuralholes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph6.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:385(decorator)
       16    0.000    0.000    0.000    0.000 _colorize.py:115(__annotate__)
        1    0.000    0.000    0.000    0.000 bridges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectrum.py:1(<module>)
      582    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 isomorph.py:1(<module>)
       51    0.000    0.000    0.000    0.000 digraph.py:413(succ)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recognition.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:570(__getitem__)
        1    0.000    0.000    0.000    0.000 connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 centrality.py:1(<module>)
      165    0.000    0.000    0.000    0.000 enum.py:1576(_get_value)
      6/1    0.000    0.000    0.000    0.000 dependency_graph.py:147(_dependency_graph)
        1    0.000    0.000    0.000    0.000 dense.py:1(<module>)
      201    0.000    0.000    0.000    0.000 grid.py:36(__init__)
        1    0.000    0.000    0.000    0.000 main_window.py:227(_load_fitness_configurations)
       16    0.000    0.000    0.000    0.000 typing.py:1996(__init__)
      201    0.000    0.000    0.000    0.000 graph.py:487(__len__)
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:24(PluginConfiguration)
        1    0.000    0.000    0.000    0.000 tree_isomorphism.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2934(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 main_window.py:348(_connect_signals)
       10    0.000    0.000    0.000    0.000 __init__.py:406(with_name)
        1    0.000    0.000    0.000    0.000 signature_bootstrap.py:60(<genexpr>)
      855    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       10    0.000    0.000    0.000    0.000 inspect.py:2031(_signature_bound_method)
        4    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        1    0.000    0.000    0.000    0.000 maxcut.py:1(<module>)
       71    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 all.py:1(<module>)
      322    0.000    0.000    0.000    0.000 __init__.py:121(valid)
        3    0.000    0.000    0.000    0.000 typing.py:749(Literal)
        1    0.000    0.000    0.000    0.000 joint_degree_seq.py:1(<module>)
      216    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 distance_regular.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1576(copy_with)
        1    0.000    0.000    0.000    0.000 d_separation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2912(<generic parameters of SupportsAbs>)
        1    0.000    0.000    0.000    0.000 regular.py:1(<module>)
      501    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       39    0.000    0.000    0.000    0.000 __init__.py:909(read)
        1    0.000    0.000    0.000    0.000 mincost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asteroidal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trophic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominating.py:1(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:961(__init__)
        1    0.000    0.000    0.000    0.000 label_propagation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 swap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 louvain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pydot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contraction.py:1(<module>)
       99    0.000    0.000    0.000    0.000 dataclasses.py:922(_set_new_attribute)
      108    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 equitable_coloring.py:1(<module>)
      384    0.000    0.000    0.000    0.000 annotationlib.py:272(__eq__)
        8    0.000    0.000    0.000    0.000 dataclasses.py:728(_frozen_get_del_attr)
        8    0.000    0.000    0.000    0.000 typing.py:380(_tp_cache)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
      192    0.000    0.000    0.000    0.000 factory.py:111(__init__)
      238    0.000    0.000    0.000    0.000 encoder.py:226(floatstr)
        1    0.000    0.000    0.000    0.000 lowest_common_ancestors.py:1(<module>)
